Nahuatl|Spanish|Verse
Niman aman, nocniu sihuatl, sanoyej nimitztlajtlanilia ma titetlajsojtlacan. Yejhua in tlen nimitztlajcuilhuia xejhua yencuic tlanahuatijli, yej sa no yejhua on yejhuan oticpixquej desde ijcuac otipejquej ticneltocaj Cristo.|Y ahora te ruego, señora, no como si te escribiera un nuevo mandamiento, sino el mismo que teníamos desde el principio: que nos amemos unos a otros|b.2JO.1.5
Ma quichihua nochi in tlajtlamach pampa Dios quintlacaita on yejhuan yolmelajquej, niman caqui inoración. Pero yejhua xquinchihuilia cuenta yejhuan quichihuaj tlen xcuajli.|Porque los ojos del Señor están sobre los justos, y sus oídos están atentos a sus oraciones. Pero el rostro del Señor está contra aquellos que hacen el mal|b.1PE.3.12
Ocajsiquej on xcuajli yolqui san secan ihuan on xmelahuac tiotlajtojquetl. Ijcuac xe cajsij on xmelahuac tiotlajtolquetl, oquinchiu tlamajhuisoltin milagrosas ixpan on xcuajli yolqui. Itechcopa on tlamajhuisoltin, oquincajcayau on yejhuan oquinocahuilijquej ma quintlalilican inescayo on xcuajli yolqui niman oquimahuistilijquej on tlamachijchiutli de itlachalis on yejhuan oquichijchiuquej. Ijcon tej, on xcuajli yolqui niman on xmelahuac tiotlajtojquetl yoltoquej ocominxinijquej ne tlico campa tecuinticaj ican azufre.|Y la bestia fue tomada prisionera, junto con el falso profeta que había hecho delante de ella las señales con que había engañado a los que recibieron la marca de la bestia y adoraban a su imagen. Ambos fueron lanzados vivos al lago de fuego ardiendo con azufre|b.REV.19.20
¿Xnencajsicamatij ica nochi tlen calaqui ipan icamac se tlacatl yau ipan ijti niman quemaj quisa ipan on itlalnacayo?|¿No entendéis que todo lo que entra en la boca va al estómago y sale a la letrina|b.MAT.15.17
Pero nochimej on yejhuan oquiselijquej niman itech otlaneltocaquej, oquinmacac permiso para onochijquej iconehuan Dios.|Pero a todos los que le recibieron, a los que creen en su nombre, les dio derecho de ser hechos hijos de Dios|b.JOH.1.12
On oración yejhuan quichihuasquej ican tlaneltoctli quipajtis on cocoxqui, niman toTeco quetztehuas. Tla yejhua yoquichijca tlajtlacojli, Dios quitlapojpolhuilis.|Y la oración de fe dará salud al enfermo, y el Señor lo levantará. Y si ha cometido pecados, le serán perdonados|b.JAM.5.15
Nejhua, Pablo, niiapóstol Jesucristo pampa Dios quinequi. Nejhua niman tocniu Timoteo|Pablo, apóstol de Cristo Jesús por la voluntad de Dios, y el hermano Timoteo|b.COL.1.1
Niman on ica ome tlanahuatijli yejhuan no ijqui hueyi quijtosnequi quen on achtoj tlanahuatijli ijquin quijtohua: “Xquintlajsojtla ocsequimej no ijqui quen tejhua timotlajsojtla.”|Y el segundo es semejante a él: Amarás a tu prójimo como a ti mismo|b.MAT.22.39
On sihuatl ohualeu ne Sirofenicia niman tlajtohuaya griego. Oquiajmancatlajtlanilij Jesús para ma quixtili on xcuajli espíritu yejhuan nemiya ijtic ichpoch.|La mujer era griega, de nacionalidad sirofenicia, y le rogaba que echase el demonio fuera de su hija|b.MAR.7.26
Yejhua on tlen iyanticaj, yejhuamej quimatisquej ipan ocse tonaltin. Nochi on yejhuan aman xquimatij, quimatisquej.|Porque no hay nada oculto que no haya de ser manifestado; ni nada escondido, sino para que salga en claro|b.MAR.4.22
Quemaj se temachtijquetl ican on itlanahuatil Dios, onotelquetz niman oquinotzato Jesús para quitlatlatas. Oquitlajtoltij: ―Temachtijquetl, ¿tlinon cuajli nicchihuas para nicpias nemilistli yejhuan para nochipa?|Y he aquí, cierto maestro de la ley se levantó para probarle, diciendo: --Maestro, ¿haciendo qué cosa poseeré la vida eterna|b.LUK.10.25
Aman ¿Tlinon ticchihuasquej, tej? On tojlamej caquisquej ica yotihuajlaj, niman ijcuacon nosentlalisquej.|¿Qué hay, pues, de esto? Seguramente oirán que has venido|b.ACT.21.22
Quemaj Simón oquimijlij: ―Nopampa xchihuacan oración itech on toTeco para ma ca nopan nochihuas on tlen yonennechijlijquej.|Entonces respondiendo Simón dijo: --Rogad vosotros por mí ante el Señor, para que ninguna cosa de las que habéis dicho venga sobre mí|b.ACT.8.24
Ijcuac yopanoc on tlajtlamach, Pablo oquis ne Atenas niman oyaj ne ipan on hueyican itoca Corinto.|Después de esto, Pablo partió de Atenas y fue a Corinto|b.ACT.18.1
Quemaj oquitilan se conetl niman oquitelquetz ne imixpan. Quemaj oquinapaloj, niman oquimijlij on inomachtijcahuan:|Y tomó a un niño y lo puso en medio de ellos; y tomándole en sus brazos, les dijo|b.MAR.9.36
Tla ijcon, ¿tlinon nenquinemiliaj ipan nochihuas on yejhuan ipan cholohua iConetzin Dios? ¿Tlinon nochihuas intech on yejhuan xquixtlajsojtlaj on iyesyotzin Cristo yejhuan oquitzimpehualtij on yencuic ipacto Dios yejhuan ica yoquinchipahuilij on intlajtlacolhuan? ¿Tlinon nochihuas intech on yejhuan cuijhuicaltia iEspíritu Dios yejhuan yoquinmacac on ihueyi teicnelilis? Yejhuamej, tej, quiselisquej sanoyej más hueyi castigo.|¿Cuánto mayor castigo pensáis que merecerá el que ha pisoteado al Hijo de Dios, que ha considerado de poca importancia la sangre del pacto por la cual fue santificado y que ha ultrajado al Espíritu de gracia|b.HEB.10.29
'Ijcuac nenquichihuasquej oración, ma ca miyecpa sa no yejhua tlajtojli nenquijtosquej yejhuan xitlaj ica mechpalehuis, quen quichihuaj on xhebreos. Yejhuamej quinemiliaj ica Dios quincaqui pampa huejhueyac inoración quichihuaj.|Y al orar, no uséis vanas repeticiones, como los gentiles, que piensan que serán oídos por su palabrería|b.MAT.6.7
Pero nemejhuamej Dios omechtlapejpenij, niman nentiopixquej para nenquipalehuisquej toRey. Niman nemejhuamej no nentlaneltocaquej yejhuan chipajquej, niman nemejhuamej no nenteyaxcahuan itech Dios. Niman nochi yejhua in onochiu para nenquiteijlisquej ihueyilis Dios yejhuan omechquixtij ipan on tlayehualyotl, niman omechhuicac ipan on cuajli tlahuijli.|Pero vosotros sois linaje escogido, real sacerdocio, nación santa, pueblo adquirido, para que anunciéis las virtudes de aquel que os ha llamado de las tinieblas a su luz admirable|b.1PE.2.9
Nejhua, Pablo, niquijcuilohua yejhua in ican noma: “Nemechtlajpalohua.”|La salutación de mi mano: Pablo|b.1CO.16.21
Niman on sihuatl oyejteu. Oyaj neca tlapatlaco campa Dios yoquiprepararohuilijca campa xitlaj quipolos para 1260 tonaltin.|Y la mujer huyó al desierto, donde tenía un lugar que Dios había preparado, para ser alimentada allí durante 1.260 días|b.REV.12.6
'Nemejhuamej onencacquej ica onijtoj: “Aquin quixtepatzahua se tlacatl, yejhua no quixtepatzahuasquej. Aquin quitlajcalilia itlan se tlacatl, yejhua no quitlajcalilisquej itlan.”|"""Habéis oído que fue dicho a los antiguos: Ojo por ojo y diente por diente"|b.MAT.5.38
Niman cueyiliayaj Dios nopampa.|Y daban gloria a Dios por causa de mí|b.GAL.1.24
Nejhua xnemechcahuas quen icnomej, yej ninocuepas para nemohuan nichantis.|No os dejaré huérfanos; volveré a vosotros|b.JOH.14.18
In tlalnacayotl yejhuan xhueli huejcahui oncaj, ica oncaj nopatlas ica on ilhuicacnacayotl yejhuan para nochipa onyas. Niman yejhua in totlalnacayo yejhuan hueli miqui ica oncaj nopatlas ica on ilhuicacnacayotl yejhuan xcaman miquisquej.|Porque es necesario que esto corruptible sea vestido de incorrupción, y que esto mortal sea vestido de inmortalidad|b.1CO.15.53
Jesús oquimijlij: ―Ca, xquipiaj tlica yasquej. Sa no nemejhuamej xquinmacacan tlinon quicuasquej.|Pero Jesús les dijo: --No tienen necesidad de irse. Dadles vosotros de comer|b.MAT.14.16
Masqui yejhuamej oquimatquej ica Dios nemi, xoquitlacaitaquej quen Dios nion xoquimacaquej tlaxtlahuijli. Pero intlamachilis xoc hueli quinemilia on tlamach yejhuan tepalehuij, niman inyoltechicahualis hasta xoc hueli itlaj tlen cuajli cajsicamatij.|Porque habiendo conocido a Dios, no le glorificaron como a Dios ni le dieron gracias; más bien, se hicieron vanos en sus razonamientos, y su insensato corazón fue entenebrecido|b.ROM.1.21
Quemaj se hueyi tlamajhuisojli ones ne ilhuicac. Niman ijquin catca on tlamajhuisojli: se sihuatl huajpetlanticatca quen petlani on tonaltzintli, niman on metztli icxitlan oncatca, niman quimanticatca se corona yejhuan quipiaya majtlactli huan ome sitlalin.|Apareció en el cielo una gran señal: una mujer vestida del sol y con la luna debajo de sus pies, y sobre su cabeza una corona de doce estrellas|b.REV.12.1
Nejhua onicuajhuicac itech momachtijcahuan, pero yejhuamej xohuelquej oquipajtijquej.|Lo traje a tus discípulos, y no le pudieron sanar|b.MAT.17.16
Pero tla saman yacaj yejhuan tlaneltoca tlacatl noso yejhuan sihuatl quipia sihuacahuajli ipan ichan, ma yejhua quitequipano. Ma ca ma impan yetiya nochimej on tlaneltocaquej, para ijcon yejhuamej ocsequimej huelisquej quimpalehuisquej yejhuan melahuac xacaj ipan tlacha.|Si algún creyente o alguna creyente tiene viudas, cuídelas. No sea carga para la iglesia, a fin de que haya lo suficiente para las que realmente son viudas|b.1TI.5.16
Ijcon, tej, xnemocahuiliaj ma mechmomojtican on yejhuan nemotlahuelicnihuan. Tla xnemomojtiaj, nenquintitiaj ica yejhuamej yahuij ipan ixpolohuilistli. Pero no ijqui nenquintitiaj ica sa no yejhua Dios mechmaquixtis.|y no siendo intimidados de ninguna manera por los adversarios. Para ellos esta fe es indicio de perdición, pero para vosotros es indicio de salvación; y esto procede de Dios|b.PHI.1.28
'Xtlachixtiacan, tej, pampa xnenquimatij tlen hora huajlas on nemoTeco.|Velad, pues, porque no sabéis en qué día viene vuestro Señor|b.MAT.24.42
Xmopalehuican sa no nemejhuamej ijcuac se quipia san catlejhua pasolohuilistli. Tla ijcon nenquichihuasquej, nenquichihuasquej on tlen Cristo technahuatia.|Sobrellevad los unos las cargas de los otros y de esta manera cumpliréis la ley de Cristo|b.GAL.6.2
Ijcon, tej, Dios oquinnotz on yejhuan oquintlalij para nemij quen iConeu. Xsan oquinnotz, yej quinmaca cuenta ica intlajtlacolhuan yoquitlaxtlau, niman on yejhuan oquinmacac cuenta ica intlajtlacolhuan yoquitlaxtlau no oquinmacacac hueyilistli.|Y a los que predestinó, a éstos también llamó; y a los que llamó, a éstos también justificó; y a los que justificó, a éstos también glorificó|b.ROM.8.30
Quemaj Jesús otlejcoc ne ipan se tepetl niman oquinhuajnotz san aquinomej yejhua oquinec. Niman yejhuamej oyajquej itech.|Entonces subió al monte y llamó a sí a los que él quiso, y fueron a él|b.MAR.3.13
In huelisquia nonamacasquia para notlanisquiaj tomin canaj sa no ijqui quen quitlani se tlacatl tla tequiti se xipan. Niman ica on tomin tiquimpalehuisquiaj on mayanquej. Niman yejhuamej cajhuayaj on sihuatl.|Porque podría haberse vendido este perfume por más de trescientos denarios y haberse dado a los pobres. Y murmuraban contra ella|b.MAR.14.5
Ijquin, tej, Moisés oquimijlij on toachtojtajhuan: “Ijcon quen toTeco Dios onechajtitlan no ijqui cuajtitlanis se tiotlajtojquetl, niman yejhua on tiotlajtojquetl quisas intzajlan nemocnihuan. Xtencaquican nochi on quech tlajtlamach tlen yejhua mechijlis,|Porque ciertamente Moisés dijo: El Señor vuestro Dios os levantará, de entre vuestros hermanos, un profeta como yo. A él escucharéis en todas las cosas que os hable|b.ACT.3.22
Ijcon nochihuas ijcuac tlatlalpolihuis. On ilhuicactequitquej quisasquej para quinxelosquej on yejhuan xcuajcualtin tlacamej intech on yejhuan cuajcualtin tlacamej.|Así será el fin del mundo: Saldrán los ángeles y apartarán a los malos de entre los justos|b.MAT.13.49
Quemaj Jesús oquinnahuatij para ma ca yacaj ma quijlijcan ica yejhua Cristo.|Él les mandó enérgicamente que no hablasen a nadie acerca de él|b.MAR.8.30
Niman Jesús oquijlij: ―In Yectlajcuilojli quijtohua: “Xsan ican tlaxcajli huelis nemis se tlacatl, yej no ican nochi tlajtojli yejhuan Dios quijtohua.”|Jesús le respondió: --Escrito está: No sólo de pan vivirá el hombre|b.LUK.4.4
Yejhuan quineltoca iConetzin Dios quipia nemilistli para nochipa, pero on yejhuan xquitlacamati xquipias yejhua in nemilistli, yej quiselis on temojtij itlahuel Dios.|El que cree en el Hijo tiene vida eterna; pero el que desobedece al Hijo no verá la vida, sino que la ira de Dios permanece sobre él|b.JOH.3.36
Ijcuac on capitán niman on soldados, yejhuan ompa inhuan quitlajpiayaj Jesús, oquimatquej tlalolinticaj niman oquitaquej ocsequi tlajtlamach nochijticaj, sanoyej onomojtijquej, niman oquijtojquej: ―In tlacatl melahuac iConeu catca Dios.|Y cuando el centurión y los que con él guardaban a Jesús vieron el terremoto y las cosas que habían sucedido, temieron en gran manera y dijeron: --¡Verdaderamente éste era Hijo de Dios|b.MAT.27.54
niman Judas Iscariote yejhuan más saquin oquitemactilij Jesús.|y a Judas Iscariote (el que le entregó). Él volvió a casa|b.MAR.3.19
Ipan ocsequi tonaltin catcaj nemejhuamej nemimictoyaj ixpan Dios ipampa nemotlajtlacol niman ipampa ielehuilis nemotlalnacayo yejhuan nenquipiayaj. Pero aman Dios mechmaca nemilistli ihuan Cristo. Niman otechtlapojpolhuilij nochi totlajtlacol.|Mientras vosotros estabais muertos en los delitos y en la incircuncisión de vuestra carne, Dios os dio vida juntamente con él, perdonándonos todos los delitos|b.COL.2.13
Yejhua ica, tej, xmoyolpatla pampa tla xtimoyolpatlas, saniman nias motech niman niquinhuijsoquis ica on espada yejhuan nocamac quisa.|Por tanto, ¡arrepiéntete! Pues de lo contrario vendré pronto a ti y pelearé contra ellos con la espada de mi boca|b.REV.2.16
Nican totzajlan nemij on tiopixquej yejhuan quiseliaj se parte yejhuan iyaxca Dios de nochi on majtlactli parte yejhuan quipia. On tiopixquej miquij. Pero on Yectlajcuilojli quijtohua ica xomic Melquisedec yejhuan oquiselica se parte de nochi on majtlactli parte.|Aquí los hombres que mueren reciben los diezmos, mientras que allí los recibe aquel acerca de quien se ha dado testimonio de que vive|b.HEB.7.8
Yejhua ica xquelnamiqui quech tetlajsojtlalistli otinechpialij achtoj. Aman, tej, xmoyolpatla niman xnechtlajsojtla quen achtoj oticchiu. Tla xtimoyolpatlas, nias niman nimitzquixtilis on mocandelero.|Recuerda, por tanto, de dónde has caído. ¡Arrepiéntete! Y haz las primeras obras. De lo contrario, yo vendré pronto a ti y quitaré tu candelero de su lugar, si no te arrepientes|b.REV.2.5
On tlacatl oajcotlachix, niman oquijlij: ―Niquinta tlacamej, pero nesi quen cojtin yehuan nejnemij.|Al mirar, él decía: --Veo a los hombres, pero los veo como árboles que andan|b.MAR.8.24
Ye nisiu catca para onyas on ilhuitl yejhuan nochihua ijcuac nocua on pan yejhuan xquipia tlaxocolilistli. On ilhuitl itoca pascua.|Estaba próximo el día de la fiesta de los panes sin levadura, que se llama la Pascua|b.LUK.22.1
Ijcuac Jesús ijcon ocac, oquijtoj: ―Yejhua on cualolistli xquimictis, yej san para noteititis ihueyilis Dios niman no itechcopa nechteititis nohueyilis nejhua yejhuan niiConeu Dios.|Al oírlo, Jesús dijo: --Esta enfermedad no es para muerte, sino para la gloria de Dios; para que el Hijo de Dios sea glorificado por ella|b.JOH.11.4
Ijcon, tej, notlajsojcaicnihuan, xmelajcanemican ipan nemotlaneltoc. Ma ca xcahuilican itlaj ma mechejcuani itech nemotlaneltoc. Nochipa xchihuacan itequiu toTeco ican nochi nemoyojlo, pampa ye nenquimatztoquej ica on tequitl xsanencaj nenquichihuasquej ijcuac nenquichihuaj san secan ihuan toTeco.|Así que, hermanos míos amados, estad firmes y constantes, abundando siempre en la obra del Señor, sabiendo que vuestro arduo trabajo en el Señor no es en vano|b.1CO.15.58
Oquijlijquej: ―¿Tlica oticalac inchan on tlacamej xhebreos yejhuan xoquiselijquej on nescayotl de circuncisión, niman otitlacuaj inhuan?|diciendo: --¡Entraste en casa de hombres incircuncisos y comiste con ellos|b.ACT.11.3
Nejhua yejhuan oninochiu Tlacatl onihuajlaj para oniquinmaquixtico on yejhuan ixpolijtoquej.|Porque el Hijo del Hombre ha venido a salvar lo que se había perdido|b.MAT.18.11
Tla yejhua xquinteltlalis on tonaltin, nochimej miquisquej. Pero Dios quinteltlalis on tonaltin impampa on yejhuan yoquintlapejpenij.|Si aquellos días no fuesen acortados, no se salvaría nadie; pero por causa de los escogidos, aquellos días serán acortados|b.MAT.24.22
Yejhua ica oquintejtequej imecayohuan on yejhuan ica notilanayaj on anclas niman oquincajquej ipan on mar. Quemaj nimantzin oquexanijquej on mecamej yejhuan ica sasalijticaj on cojtli yejhuan quiyecanayaj on barco. Niman ijcuac oquitlejcoltijquej ipan ajacatl on tlaquentli itoca vela yejhuan tlayecapan yau, on barco opeu quinisihuiya on atlatenco.|Cortaron las anclas y las dejaron en el mar. A la vez, soltaron las amarras del timón, izaron al viento la vela de proa e iban rumbo a la playa|b.ACT.27.40
Pero yejhua oquinanquilij niman oquijlij on yejhuan oquimachiltij: ―¿Aquinon on nonan, niman aquinomej on nocnihuan?|Pero Jesús respondió al que hablaba con él y dijo: --¿Quién es mi madre y quiénes son mis hermanos|b.MAT.12.48
Ijcuac Jesús ye yaya ne Jerusalén, se lado oquinhuicac on majtlactli huan ome inomachtijcahuan, niman ijquin oquimijlij:|Mientras Jesús subía a Jerusalén, tomó a sus doce discípulos aparte y les dijo en el camino|b.MAT.20.17
¿Tlinon, tej, nenquinequij? Ijcuac nias nemotech, ¿nenquinequij para nemechnotzas ican notlahuel, noso nemechnotzas ican tetlajsojtlalistli niman yolyemanilistli?|¿Qué queréis? ¿Que vaya a vosotros con un palo, o con amor y en espíritu de mansedumbre|b.1CO.4.21
Ompa oquichijchiquej se tlacuajli para quitlajsojcamachilisquej Jesús ica on tlen oquichiu. Marta quintlamacaya niman Lázaro tehuan ompa ihuan tlacuajticatca ipan on mesa.|Le hicieron allí una cena. Marta servía, y Lázaro era uno de los que estaban sentados a la mesa con él|b.JOH.12.2
Ijcuac Jesús nemiya ipan se pueblo, ompa oyejcoc se tlacatl yejhuan quipiaya se cualolistli itoca lepra. On cualolistli quipalanaltijtiaya san miyecan ipan itlalnacayo. Ijcuac yejhua on tlacatl oquitac Jesús, ixpan onotlacuenquetz niman ixayac hasta ipan tlajli oquitlalij. Niman yejhua ijquin sanoyej oquitlajtlanilij: ―Señor, tla ticnequi, huelis tinechpajtis.|Aconteció que, estando Jesús en una de las ciudades, he aquí había un hombre lleno de lepra. Él vio a Jesús, y postrándose sobre su rostro, le rogó diciendo: --Señor, si quieres, puedes limpiarme|b.LUK.5.12
